Number,Title,GivenName,MiddleInitial,Surname,MothersMaiden,Birthday,Gender,Age,BloodType,Kilograms,FeetInches
8099,Mr.,Lewis,J,Rager,Godoy,6/25/2006,male,10,A+,32.5,"5' 0"""
8100,Mr.,Wilson,J,Nguyen,Bolton,12/17/2004,male,11,A+,45.8,"4' 9"""
8101,Mr.,Robert,L,Turner,Burke,1/6/2011,male,5,O-,19.0,"3' 9"""
8102,Mr.,Stanley,L,Garrett,Williams,1/3/1996,male,20,B+,56.4,"6' 0"""
8103,Mr.,Eugene,B,Hare,McConnell,5/22/2000,male,16,B+,73.4,"5' 9"""
8104,Mr.,Marcus,S,Metz,Boles,11/21/1994,male,21,A+,107.7,"5' 6"""
8105,Mr.,William,D,Rice,Budde,10/12/2014,male,2,O+,15.3,"2' 11"""
8106,Mr.,Christopher,E,Dupre,Butler,3/7/2014,male,2,O+,13.8,"2' 10"""
8107,Mr.,Thomas,M,Thomas,Gage,11/3/1994,male,22,O+,61.5,"6' 2"""
8108,Mr.,Matthew,L,Lakey,Salvo,2/19/2013,male,3,B+,17.9,"2' 11"""
8109,Mr.,Kenneth,G,Romano,Barnett,9/29/1994,male,22,B+,62.1,"6' 2"""
8110,Mr.,Isaac,L,Grover,Black,5/25/2007,male,9,A+,27.4,"4' 2"""
8111,Mr.,Mack,R,Blandford,Brooks,3/17/2004,male,12,AB+,44.5,"5' 5"""
8112,Mr.,Jose,J,Rosado,Warrington,4/24/2013,male,3,O+,11.9,"3' 3"""
8113,Mr.,Zachary,E,McGill,Conley,9/22/1999,male,17,O+,85.4,"5' 9"""
8114,Mr.,Nicholas,R,Garrison,Stiltner,11/23/2000,male,15,O+,64.4,"5' 9"""
8115,Mr.,Charles,M,Johnson,Parker,2/3/2009,male,7,A+,19.8,"4' 1"""
8116,Mr.,Ken,K,Marquez,Smith,9/13/2014,male,2,A+,10.1,"2' 9"""
8117,Mr.,Joshua,F,Lumpkin,Bryant,5/25/1997,male,19,AB+,63.6,"5' 5"""
8118,Mr.,Jeffrey,J,Parker,Holcomb,2/9/2012,male,4,A+,17.4,"3' 5"""
8119,Mr.,Timothy,K,Barlow,Saunders,4/24/2004,male,12,O-,36.2,"5' 4"""
8120,Mr.,Paul,S,Larson,Anderson,2/13/1995,male,21,B+,68.0,"5' 11"""
8121,Mr.,Charles,M,Morrison,Peacock,7/29/2011,male,5,B+,17.0,"3' 10"""
8122,Mr.,Danny,J,Frances,Hancock,9/2/2000,male,16,O+,88.1,"5' 7"""
8123,Mr.,Larry,S,Wagstaff,Cassidy,4/26/2013,male,3,A+,15.0,"3' 1"""
8124,Mr.,Raymond,B,McLendon,Robinson,1/26/2000,male,16,O-,71.4,"5' 7"""
8125,Mr.,Matthew,O,Myers,Duncan,7/20/2013,male,3,A+,17.3,"3' 2"""
8126,Mr.,Richard,S,Davis,Dwyer,11/20/1999,male,17,A+,92.8,"5' 10"""
8127,Mr.,Luis,N,Tremper,Kilburn,3/8/1998,male,18,A+,52.0,"6' 0"""
8128,Dr.,Robert,C,Jensen,Sperber,4/21/2009,male,7,O+,30.9,"3' 8"""
8129,Mr.,Steven,A,Dickens,Chea,7/13/2004,male,12,B+,42.5,"5' 2"""
8130,Mr.,Johnny,N,Smith,Fowler,8/11/2012,male,4,B+,15.7,"3' 6"""
8131,Mr.,Shawn,H,Fletcher,Colclough,11/5/2009,male,7,O+,20.6,"4' 3"""
8132,Dr.,Floyd,M,Green,Bogart,8/12/2008,male,8,B-,24.7,"4' 2"""
8133,Mr.,James,J,Gentry,Pittman,3/6/2004,male,12,O+,47.9,"5' 3"""
8134,Mr.,Raymond,J,Myers,Carty,4/7/1995,male,21,O+,101.7,"6' 2"""
8135,Mr.,Gary,C,Gagne,Clarke,8/15/1997,male,19,O+,55.7,"5' 9"""
8136,Mr.,Brian,M,Conley,Han,5/31/1997,male,19,B+,88.5,"6' 0"""
8137,Dr.,Henry,N,Caraballo,Avila,10/9/2011,male,5,O+,18.9,"3' 7"""
8138,Mr.,Wilfredo,A,Phillips,Williams,10/12/2000,male,16,O-,86.7,"5' 11"""
8139,Mr.,Tim,D,Martinez,Navarrette,7/25/2014,male,2,AB+,14.0,"2' 8"""
8140,Mr.,Richard,B,Cutright,McNally,10/13/1994,male,22,O+,96.1,"5' 11"""
8141,Mr.,Joseph,R,Salamanca,Haire,9/15/2005,male,11,AB+,57.0,"5' 2"""
8142,Mr.,David,M,Howell,Abbate,6/10/1997,male,19,A+,76.1,"5' 10"""
8143,Mr.,Cameron,H,Nelson,Guzzi,7/21/1995,male,21,A+,71.6,"5' 7"""
8144,Mr.,Richard,L,Neuman,Wilson,2/13/1996,male,20,A+,71.0,"6' 2"""
8145,Mr.,Brandon,R,Moore,Bodkin,5/6/2001,male,15,A+,55.4,"5' 7"""
8146,Mr.,Clinton,T,Hendricks,Burbank,5/18/2007,male,9,A+,24.0,"4' 8"""
8147,Mr.,Martin,D,McCann,Le,4/18/2014,male,2,O+,14.9,"2' 9"""
8148,Mr.,Brian,J,Marasco,Ellis,10/6/2003,male,13,O+,35.3,"5' 2"""
8149,Mr.,Jon,A,Caldwell,King,7/27/2011,male,5,O+,20.0,"3' 9"""
8150,Mr.,Clayton,G,Lozier,Heller,7/24/1995,male,21,A+,77.8,"5' 7"""
8151,Mr.,Jack,R,McKoy,Reed,10/30/2001,male,15,A+,70.6,"5' 4"""
8152,Mr.,Brian,F,Stamant,Wellman,8/14/2001,male,15,A+,46.3,"5' 5"""
8153,Mr.,Bernard,M,McCarthy,Blankenship,1/5/1999,male,17,O+,74.0,"5' 9"""
8154,Mr.,Jason,P,Saltsman,Campbell,9/15/2004,male,12,A+,31.0,"4' 6"""
8155,Mr.,Charles,F,Hannan,Douglas,6/10/2014,male,2,O+,14.1,"2' 9"""
8156,Mr.,Claude,V,Matheny,Valentine,12/11/2009,male,6,A+,16.7,"3' 11"""
8157,Mr.,Michael,R,Wade,May,2/19/2009,male,7,O+,22.2,"4' 2"""
8158,Mr.,Michael,D,Delgado,Garcia,6/16/1998,male,18,A-,57.0,"6' 0"""
8159,Mr.,Carrol,M,Santana,Rivera,5/17/2012,male,4,O+,21.0,"3' 5"""
8160,Mr.,Timothy,E,Scott,Anderson,10/29/1994,male,22,O+,72.9,"5' 6"""
8161,Mr.,Dan,E,Brito,Tomlinson,9/24/2006,male,10,B+,30.9,"4' 2"""
8162,Mr.,Matthew,T,Watts,Cooper,6/1/2008,male,8,A+,23.6,"4' 5"""
8163,Mr.,Henry,B,Sharp,Williams,10/3/1998,male,18,A+,56.8,"5' 11"""
8164,Mr.,Clint,L,Flores,Baker,7/19/2006,male,10,B+,34.5,"4' 8"""
8165,Mr.,James,K,Moore,Siler,7/15/2014,male,2,B+,14.1,"3' 0"""
8166,Mr.,John,S,Maroney,Smith,11/16/2009,male,7,A+,20.6,"4' 0"""
8167,Mr.,George,C,Peel,Cannon,12/29/2000,male,15,B+,51.1,"5' 1"""
8168,Dr.,Mary,M,Rhymer,Switzer,6/17/1998,male,18,A+,74.0,"5' 9"""
8169,Mr.,Dennis,C,Burr,Park,11/18/2013,male,3,B+,15.4,"3' 5"""
8170,Mr.,Raymond,R,Hughes,Shutt,3/7/1995,male,21,O+,61.5,"6' 0"""
8171,Mr.,Darren,E,Brown,Kennison,3/7/2006,male,10,O+,25.9,"4' 11"""
8172,Mr.,Michael,D,Rutherford,Powell,2/25/2012,male,4,A+,17.6,"3' 1"""
8173,Mr.,Arthur,B,Little,Guerra,9/10/1999,male,17,B+,63.2,"5' 3"""
8174,Mr.,Michael,T,Vandemark,Palazzo,1/22/2011,male,5,O+,19.0,"3' 3"""
8175,Mr.,Richard,E,Dawson,Corbo,8/14/2011,male,5,O-,20.5,"3' 7"""
8176,Mr.,Johnny,C,Sims,Henderson,2/22/2002,male,14,A-,51.0,"5' 5"""
8177,Mr.,Randall,K,Ballou,Sanders,3/10/2012,male,4,A+,16.0,"3' 4"""
8178,Mr.,James,L,Freitas,Riordan,7/29/2000,male,16,A+,70.4,"5' 7"""
8179,Mr.,Jimmie,E,Rodgers,Alton,11/28/2010,male,5,O-,21.1,"3' 7"""
8180,Mr.,Rodrigo,D,Jones,Guerrero,6/6/1999,male,17,A+,73.9,"5' 4"""
8181,Mr.,Tommy,B,Bard,Martin,4/30/1998,male,18,O+,61.4,"5' 9"""
8182,Mr.,Daniel,E,Rakes,Spengler,2/10/2009,male,7,O+,32.1,"3' 9"""
8183,Mr.,Donald,H,Evans,Serrano,1/11/2000,male,16,A+,51.3,"5' 9"""
8184,Mr.,Eric,T,Butler,Rivers,11/20/1996,male,20,AB+,77.3,"5' 7"""
8185,Mr.,Michael,L,Black,Cashwell,12/17/1993,male,22,AB+,86.4,"6' 2"""
8186,Mr.,Ricardo,P,Tolbert,Moore,3/27/2014,male,2,A+,16.0,"2' 10"""
8187,Mr.,Bradley,M,Bentley,Lewis,8/18/1994,male,22,O+,102.8,"5' 10"""
8188,Mr.,Alfred,K,Lawson,Jones,4/3/2010,male,6,A+,17.2,"3' 7"""
8189,Mr.,Tyron,B,Hughes,Steed,8/16/2005,male,11,O+,51.5,"5' 1"""
8190,Mr.,Edward,C,Crampton,Mohr,8/22/2003,male,13,B-,39.7,"5' 3"""
8191,Dr.,Lawrence,C,Cornett,McFarland,2/3/1996,male,20,A+,54.3,"5' 10"""
8192,Mr.,John,M,Hoff,Smith,7/22/2009,male,7,A+,31.9,"4' 0"""
8193,Mr.,Willie,A,Waggoner,Lagarde,8/27/2008,male,8,B+,31.8,"4' 4"""
8194,Mr.,Larry,H,Price,Argo,1/17/2009,male,7,O+,27.1,"4' 1"""
8195,Mr.,Lewis,M,Derby,Willsey,3/2/2011,male,5,O+,23.3,"3' 9"""
8196,Mr.,Keith,E,Allen,Villegas,8/13/2011,male,5,O+,20.8,"3' 6"""
8197,Mr.,Dion,M,Tweedy,Macdonald,1/26/1998,male,18,O+,51.2,"5' 8"""
8198,Mr.,Anthony,A,Hollis,Vrooman,9/28/2007,male,9,O+,37.0,"4' 4"""
8199,Dr.,Stanley,L,Potts,William,6/7/2005,male,11,O+,49.5,"4' 4"""
8200,Mr.,James,F,Edwards,Fulford,8/19/2003,male,13,O+,43.6,"4' 10"""
8201,Mr.,Donald,J,Elser,Thomas,1/10/2007,male,9,O+,23.2,"4' 2"""
8202,Mr.,Neil,J,Evans,Brown,8/5/2010,male,6,A+,24.0,"4' 0"""
8203,Mr.,Nathaniel,E,Cornell,Zavala,1/5/2004,male,12,A-,30.7,"4' 9"""
8204,Mr.,John,M,Kremer,West,11/20/2004,male,12,A+,41.6,"5' 0"""
8205,Mr.,Willard,L,Hottinger,Robinette,12/8/2010,male,5,O+,20.5,"3' 8"""
8206,Mr.,Charles,K,Norris,Pittenger,11/13/1994,male,22,O+,108.4,"5' 6"""
8207,Mr.,Michael,P,Briggs,Causey,10/8/2003,male,13,B+,49.6,"5' 6"""
8208,Mr.,Ronald,L,Hoosier,Davis,7/3/2010,male,6,A+,25.1,"3' 6"""
8209,Mr.,Mitchell,C,Lett,Chee,5/30/2002,male,14,O+,58.5,"5' 7"""
8210,Mr.,Jeffrey,N,Greene,Blackston,3/2/1994,male,22,B+,86.7,"5' 9"""
8211,Mr.,Charles,E,Smith,Wolf,1/3/2012,male,4,O+,15.4,"3' 4"""
8212,Mr.,Sean,M,Murphy,Quick,5/12/2010,male,6,A+,24.5,"4' 0"""
8213,Dr.,Roberto,W,Gibson,Combs,3/18/1996,male,20,B+,96.9,"6' 3"""
8214,Mr.,William,H,Jackson,Moore,2/28/1994,male,22,A+,77.7,"5' 6"""
8215,Mr.,Michael,C,Ryan,Morrow,12/27/2006,male,9,A+,42.6,"4' 8"""
8216,Mr.,John,A,Kutcher,Ambrosino,1/1/2009,male,7,B+,24.4,"4' 3"""
8217,Mr.,Robert,R,Orton,Tremaine,6/10/1999,male,17,A+,81.5,"5' 3"""
8218,Mr.,Joe,E,Faison,Dunnigan,2/26/1999,male,17,B+,55.9,"5' 10"""
8219,Mr.,Charles,V,Vance,Bennett,9/3/2014,male,2,A+,14.6,"2' 10"""
8220,Mr.,Zachary,K,Kirk,Mullen,12/16/1993,male,22,B+,88.3,"6' 1"""
8221,Mr.,Daniel,C,Martin,Granado,10/28/1999,male,17,B+,76.5,"5' 5"""
8222,Mr.,Kenneth,B,Dubois,Wilson,3/22/2014,male,2,B+,14.3,"2' 11"""
8223,Mr.,Samuel,B,Walton,Campbell,7/15/2008,male,8,O+,25.5,"4' 2"""
8224,Mr.,Stanley,T,Flaherty,Thai,9/18/2002,male,14,B+,60.7,"5' 8"""
8225,Mr.,Herbert,E,Robinson,Crosslin,8/23/2002,male,14,A+,37.6,"4' 11"""
8226,Mr.,Rafael,M,Munger,Fodor,3/13/2009,male,7,O+,23.4,"4' 4"""
8227,Mr.,Shawn,C,Stapleton,Peters,1/20/2002,male,14,B+,57.9,"5' 4"""
8228,Mr.,Angelo,B,Donner,Rodriguez,4/1/1997,male,19,B+,73.8,"5' 7"""
8229,Dr.,Robert,A,Green,Manzanares,7/9/2002,male,14,O+,46.7,"5' 2"""
8230,Mr.,Daniel,T,Alexander,Porterfield,1/19/1998,male,18,B+,93.6,"5' 10"""
8231,Mr.,John,R,Sharp,Brooks,5/8/1996,male,20,B+,87.5,"6' 1"""
8232,Mr.,Keith,S,Hudson,Pursley,8/1/2012,male,4,A+,17.7,"3' 7"""
8233,Mr.,Ryan,M,Fox,Martin,10/25/2007,male,9,A+,40.4,"4' 6"""
8234,Mr.,Joshua,M,Raymond,Martinez,7/19/1998,male,18,A+,56.2,"5' 6"""
8235,Mr.,John,J,Legler,Groce,3/11/2005,male,11,O+,38.7,"4' 8"""
8236,Mr.,Christopher,S,Toler,Meyer,7/14/1998,male,18,A+,75.6,"5' 4"""
8237,Mr.,Rickey,C,Bozeman,Mark,2/16/2010,male,6,O+,28.5,"4' 0"""
8238,Mr.,Ronald,R,South,Baker,7/8/2005,male,11,A+,30.7,"4' 6"""
8239,Mr.,Clyde,L,Augustus,Hudson,8/28/1994,male,22,O+,88.0,"5' 8"""
8240,Mr.,James,F,Walt,Holl,12/23/2008,male,7,B+,27.4,"4' 2"""
8241,Mr.,Julian,T,Martin,Craig,9/20/2010,male,6,A-,27.1,"3' 7"""
8242,Mr.,Max,S,Gatlin,Jackson,6/2/1994,male,22,AB+,70.2,"5' 10"""
8243,Mr.,Robert,N,Jackson,Deanda,5/13/2007,male,9,A+,31.9,"4' 9"""
8244,Mr.,Anthony,M,Walker,Dargan,10/26/2002,male,14,A-,57.7,"5' 10"""
8245,Mr.,Michael,P,Vega,Wilson,8/16/2004,male,12,O-,52.3,"5' 5"""
8246,Mr.,Jacob,K,Boggan,Staley,3/2/1995,male,21,B+,59.4,"5' 9"""
8247,Mr.,Joseph,A,Nelson,Lawrence,5/26/2000,male,16,A+,69.3,"6' 1"""
8248,Mr.,William,H,Krok,Moore,12/31/2006,male,9,O+,41.2,"4' 9"""
8249,Mr.,Richard,K,Carlson,Tripp,4/15/2009,male,7,A-,22.5,"3' 10"""
8250,Mr.,Robert,J,Ripple,Morgan,12/15/1998,male,17,A+,70.5,"5' 9"""
8251,Mr.,Bryan,S,Cifuentes,Butler,10/31/2014,male,2,B+,11.9,"2' 9"""
8252,Mr.,Matthew,D,Cleveland,White,7/2/2006,male,10,AB+,27.1,"4' 8"""
8253,Mr.,Glen,E,Flores,Lewis,1/9/2011,male,5,A+,15.4,"3' 5"""
8254,Mr.,John,C,Leslie,Farrow,12/4/1995,male,20,A+,68.0,"5' 6"""
8255,Mr.,Ricardo,L,Wilkes,Davidson,8/27/2009,male,7,AB+,18.6,"4' 2"""
8256,Mr.,David,D,Johnson,Jenkins,3/22/2005,male,11,A+,44.4,"4' 8"""
8257,Mr.,Ralph,S,Gold,Corwin,9/23/1994,male,22,B+,104.4,"5' 11"""
8258,Mr.,Russell,S,Dodson,Deal,10/18/2014,male,2,B+,10.5,"2' 10"""
8259,Mr.,Paul,S,Beach,Welter,7/18/2005,male,11,B+,38.3,"4' 7"""
8260,Mr.,Kirk,C,Harris,Roman,2/13/2005,male,11,O+,57.0,"4' 4"""
8261,Mr.,Lewis,M,Crowe,Kane,9/19/2006,male,10,O+,35.8,"5' 0"""
8262,Mr.,Jonathan,H,Cameron,Gomez,6/8/1999,male,17,O+,85.0,"5' 9"""
8263,Mr.,William,K,Doran,Dimatteo,3/20/2006,male,10,A-,39.5,"4' 6"""
8264,Mr.,Stephen,R,Flannagan,Dozier,11/1/1999,male,17,O+,52.6,"5' 11"""
8265,Mr.,Harold,C,Vanguilder,Krok,8/14/2002,male,14,AB+,56.1,"5' 7"""
8266,Dr.,Robert,K,Hutson,Blackford,6/30/1994,male,22,O+,102.6,"5' 9"""
8267,Mr.,Paul,R,Howard,Jaquez,7/31/2007,male,9,A+,34.8,"4' 2"""
8268,Mr.,Richard,M,Jamison,King,10/5/1997,male,19,O+,62.8,"5' 7"""
8269,Mr.,Juan,D,Koch,Appel,5/17/2006,male,10,B+,39.1,"4' 8"""
8270,Mr.,Rickie,J,Wolfe,Latimer,2/23/2011,male,5,B+,25.0,"3' 9"""
8271,Mr.,William,K,Lynch,Russell,6/28/2001,male,15,B+,60.2,"6' 0"""
8272,Mr.,Louis,R,Day,Perez,7/14/2010,male,6,O+,20.6,"4' 1"""
8273,Mr.,Michael,B,Mixon,Brown,3/4/2005,male,11,O+,51.4,"4' 6"""
8274,Mr.,Stanley,C,Nez,Wang,5/6/2003,male,13,B+,41.8,"5' 4"""
8275,Mr.,Philip,B,Small,Garofalo,11/17/1997,male,19,O+,71.7,"5' 5"""
8276,Mr.,Bryan,C,Burnett,Forte,1/11/1995,male,21,B+,69.0,"5' 11"""
8277,Mr.,Leonard,D,Delbosque,Alonzo,12/19/2013,male,2,B-,12.3,"2' 11"""
8278,Mr.,Eldridge,D,Hajek,Smith,9/5/2007,male,9,O+,35.5,"4' 3"""
8279,Mr.,Chad,P,Watson,Aguilar,6/27/2007,male,9,O+,25.7,"4' 9"""
8280,Mr.,Russell,R,Ayotte,Swinehart,5/21/2002,male,14,O+,70.4,"5' 2"""
8281,Mr.,Marshall,L,Villarreal,Villarreal,7/16/1995,male,21,O+,85.6,"5' 10"""
8282,Mr.,Bobby,V,Grubbs,Fountain,4/15/2010,male,6,O+,18.9,"3' 6"""
8283,Mr.,Lawrence,M,Hunt,Castillo,11/29/2008,male,7,B+,31.4,"3' 9"""
8284,Mr.,Thomas,J,Beamon,Applewhite,4/21/2010,male,6,AB+,18.1,"3' 10"""
8285,Mr.,Ben,E,Hunter,Perez,3/16/2013,male,3,B+,14.8,"3' 5"""
8286,Mr.,David,A,Garza,Mosley,8/7/2010,male,6,O+,18.5,"3' 8"""
8287,Mr.,Michael,W,Frazier,White,12/18/2010,male,5,O+,21.6,"3' 4"""
8288,Mr.,Rufus,E,McNaughton,Cotter,7/8/1999,male,17,AB+,68.2,"5' 8"""
8289,Mr.,Tom,M,Gutierrez,Cecil,10/4/2008,male,8,O+,25.9,"4' 6"""
8290,Dr.,Richard,E,Davis,Barry,1/10/2010,male,6,A+,25.7,"3' 10"""
8291,Mr.,Raymond,K,Brown,Voorhees,9/16/2003,male,13,O+,36.3,"4' 8"""
8292,Mr.,David,P,Jones,Smith,9/16/2001,male,15,O+,42.9,"5' 5"""
8293,Mr.,Robert,F,Bruno,Holleman,8/23/2008,male,8,O+,35.8,"4' 4"""
8294,Mr.,Jose,V,Smith,Sanford,4/27/2012,male,4,O+,16.6,"3' 4"""
8295,Mr.,Michael,C,Gooden,Winders,3/27/2003,male,13,B+,48.8,"5' 7"""
8296,Mr.,Leroy,S,Franklin,Ellis,6/11/2011,male,5,A+,20.7,"3' 3"""
8297,Mr.,Leonard,M,Melendez,Winter,9/18/2007,male,9,O+,41.8,"4' 6"""
8298,Mr.,John,P,Everett,Collins,2/17/2008,male,8,O+,36.5,"4' 6"""
8299,Mr.,Elwood,D,Young,Mills,7/8/1998,male,18,O+,82.9,"5' 8"""
8300,Mr.,Robert,L,Hill,Klopp,7/23/2014,male,2,B+,13.3,"2' 7"""
8301,Mr.,Charles,K,Valentin,Spence,4/26/1996,male,20,B+,93.0,"5' 9"""
8302,Mr.,Kenneth,K,Woodruff,Barajas,3/29/2005,male,11,O-,42.5,"4' 9"""
8303,Mr.,Peter,M,Parks,Wright,11/11/1997,male,19,B+,61.0,"6' 0"""
8304,Mr.,Oscar,B,Henderson,Brown,3/4/2007,male,9,A+,23.4,"4' 2"""
8305,Mr.,Robert,M,Redondo,August,1/3/2005,male,11,B+,55.5,"4' 9"""
8306,Mr.,Mark,B,Alexander,Britton,8/22/2006,male,10,B+,31.4,"4' 9"""
8307,Mr.,Steven,F,Carr,Rhoades,6/6/1995,male,21,A+,56.5,"5' 7"""
8308,Mr.,Jack,N,Lee,Flores,8/3/1998,male,18,B+,74.6,"5' 5"""
8309,Mr.,Daniel,M,Hoggard,Edwin,1/22/2004,male,12,AB+,49.3,"4' 6"""
8310,Mr.,Everett,M,Kovach,Packer,10/10/2004,male,12,O+,33.6,"4' 10"""
8311,Mr.,Steven,A,Lawrence,Cissell,2/9/2007,male,9,A-,41.1,"4' 5"""
8312,Mr.,Michael,P,Vaughn,Razo,10/12/2006,male,10,B+,25.4,"4' 4"""
8313,Mr.,Alexander,R,Gracia,Lenihan,2/17/2014,male,2,O+,14.0,"3' 0"""
8314,Mr.,Edward,S,Bunch,Griffith,2/25/1996,male,20,O+,96.5,"6' 2"""
8315,Mr.,Joshua,R,Danielson,Wise,9/30/1995,male,21,A+,100.2,"5' 7"""
8316,Mr.,Deandre,V,Brown,Choudhury,1/1/2014,male,2,O+,12.7,"2' 10"""
8317,Mr.,Larry,L,Baty,Sabin,2/22/1999,male,17,A+,49.7,"5' 7"""
8318,Mr.,David,J,Acker,Lowery,10/5/2000,male,16,A+,48.2,"5' 5"""
8319,Mr.,Arthur,A,Mulholland,Fidler,4/15/2010,male,6,O+,27.1,"4' 0"""
8320,Mr.,Joseph,E,Weston,Howland,6/3/1997,male,19,A+,86.8,"6' 3"""
8321,Mr.,David,A,Ryan,Weiss,4/24/2001,male,15,O+,60.9,"5' 6"""
8322,Mr.,Humberto,T,Mason,Glass,1/30/2012,male,4,O+,14.5,"3' 7"""
8323,Mr.,James,W,Perkins,Hynes,5/13/2008,male,8,A+,28.0,"4' 5"""
8324,Mr.,Craig,J,Dewey,Adams,12/27/2005,male,10,A+,43.1,"4' 6"""
8325,Mr.,Jamie,B,Goldman,Geer,9/10/2012,male,4,B+,18.7,"3' 8"""
8326,Mr.,Michael,J,Bostic,Bugg,4/30/1998,male,18,B+,63.2,"5' 8"""
8327,Mr.,Daniel,L,Johnson,Gallardo,2/22/2012,male,4,AB+,20.3,"3' 1"""
8328,Mr.,Charles,A,Camacho,Na,12/22/2008,male,7,B+,25.7,"3' 10"""
8329,Mr.,Kent,D,Downey,Lewis,12/11/2009,male,6,B+,23.1,"3' 10"""
8330,Mr.,Steve,N,Bond,Culbert,8/25/1997,male,19,A+,72.8,"5' 9"""
8331,Mr.,William,J,Willis,Miller,5/20/2005,male,11,O+,51.8,"4' 10"""
8332,Mr.,Ernest,J,Foss,Herrera,6/6/2010,male,6,A-,26.0,"4' 0"""
8333,Mr.,Charles,M,Stern,Marsh,8/16/1997,male,19,A+,67.2,"5' 5"""
8334,Mr.,Victor,N,Garza,Gable,3/23/2007,male,9,B+,40.0,"4' 6"""
8335,Mr.,Charles,G,Malek,Vasquez,8/17/2002,male,14,O-,41.3,"5' 5"""
8336,Mr.,Patrick,V,Soliz,Steward,5/2/2013,male,3,B+,15.7,"3' 2"""
8337,Mr.,Richard,M,Haworth,McDonnell,8/19/2003,male,13,B+,66.8,"5' 2"""
8338,Mr.,John,M,Dixon,Rosier,7/7/2011,male,5,B+,16.9,"3' 9"""
8339,Mr.,William,N,McCrory,Caton,9/20/2006,male,10,AB+,46.8,"4' 9"""
8340,Mr.,Dennis,K,Hohl,Mitchell,2/23/2012,male,4,A+,17.8,"3' 5"""
8341,Mr.,Michael,M,Soto,Breuer,5/20/2012,male,4,B+,14.5,"3' 1"""
8342,Mr.,Lester,V,Carroll,Ruppe,9/18/2008,male,8,O+,33.6,"4' 0"""
8343,Mr.,Harry,M,Caldwell,Ward,9/26/2002,male,14,A+,68.9,"5' 10"""
8344,Mr.,Kim,J,So,Thorne,8/15/1999,male,17,A+,83.6,"5' 8"""
8345,Mr.,Thomas,N,Nelson,Shepherd,8/12/2006,male,10,B+,34.1,"4' 3"""
8346,Mr.,James,S,Frey,Royster,3/7/2014,male,2,O+,14.2,"2' 8"""
8347,Mr.,Frank,B,Guerrero,Young,12/30/2001,male,14,O+,48.0,"5' 8"""
8348,Mr.,Joseph,T,Hooker,Tuck,4/25/2014,male,2,O-,16.0,"2' 9"""
8349,Mr.,Jerry,M,Clark,Thomas,11/28/2013,male,2,O+,14.7,"2' 9"""
8350,Mr.,Geoffrey,S,Wallis,Hales,3/5/2003,male,13,O+,57.7,"5' 4"""
8351,Mr.,Benjamin,C,Gaither,Troutman,12/15/1995,male,20,B+,54.1,"6' 2"""
8352,Mr.,Roy,C,Hice,Jackson,3/25/2014,male,2,B+,15.1,"3' 0"""
8353,Mr.,Kenneth,E,Underwood,Stevens,9/4/1998,male,18,B+,63.7,"5' 11"""
8354,Mr.,Alfred,J,Sanchez,Steven,3/1/2010,male,6,A+,26.3,"3' 8"""
8355,Mr.,Anthony,J,Salamone,Harrington,10/12/2014,male,2,B+,11.8,"2' 9"""
8356,Mr.,Daniel,A,Hines,Lee,2/18/1999,male,17,O+,71.7,"5' 10"""
8357,Mr.,Miles,M,McNemar,Richmond,4/20/1999,male,17,O+,88.0,"5' 11"""
8358,Mr.,Anthony,M,Parker,Levine,6/27/2001,male,15,B+,58.9,"6' 0"""
8359,Mr.,Danny,A,Welch,Chavez,11/13/2009,male,7,A+,31.5,"4' 3"""
8360,Dr.,Brian,J,Ray,Pena,11/8/1996,male,20,O+,85.0,"5' 8"""
8361,Mr.,Jose,M,Gallagher,Duncan,9/10/2007,male,9,A+,41.1,"4' 9"""
8362,Mr.,David,M,Benson,Moore,12/11/2011,male,4,O+,20.8,"3' 2"""
8363,Mr.,Rufus,R,Holmes,Stephens,7/11/2004,male,12,O+,60.5,"5' 3"""
8364,Mr.,Mike,T,Bowen,Swink,9/26/2008,male,8,O+,34.1,"3' 11"""
8365,Mr.,Bruce,J,Harr,Linsley,1/20/2000,male,16,B+,66.2,"5' 8"""
8366,Mr.,Marlon,J,Lewis,Schenk,4/3/2001,male,15,O+,48.4,"5' 10"""
8367,Mr.,David,E,Geiger,Guthrie,10/11/2002,male,14,A+,65.0,"5' 4"""
8368,Mr.,Frank,G,Christensen,Simmons,2/6/2005,male,11,O+,54.6,"4' 5"""
8369,Mr.,Travis,E,Romero,Jordan,6/20/1995,male,21,O+,82.7,"5' 9"""
8370,Mr.,John,M,Smith,Murphy,9/5/2014,male,2,B+,10.1,"2' 10"""
8371,Mr.,Gregory,J,Cox,Melby,8/30/1999,male,17,O+,80.4,"5' 7"""
8372,Mr.,Mario,B,Farrar,Mohammad,11/16/2012,male,4,A+,21.5,"3' 7"""
8373,Mr.,Harvey,A,Bazan,Washington,1/18/1998,male,18,O+,82.0,"5' 4"""
8374,Mr.,Isaac,V,Beecham,Traub,11/7/2005,male,11,O+,37.8,"4' 6"""
8375,Mr.,John,T,Blalock,Sudduth,7/25/1996,male,20,O+,93.4,"5' 4"""
8376,Mr.,Kevin,B,Ramos,Abernathy,7/1/2009,male,7,O-,21.9,"4' 1"""
8377,Mr.,Robert,M,Smith,Eames,6/20/2006,male,10,A+,25.4,"4' 7"""
8378,Mr.,William,M,Moore,Martin,3/19/2011,male,5,O+,18.4,"3' 9"""
