Number,Gender,Title,GivenName,MiddleInitial,Surname,MothersMaiden,Birthday,Age,BloodType,Kilograms,FeetInches
9155,female,Mrs.,Jane,C,Jones,Blankenship,4/15/2014,2,O+,13.6,"2' 10"""
9156,female,Ms.,Jerry,P,Campbell,Kellogg,2/7/2002,14,AB+,68.0,"5' 3"""
9157,female,Ms.,Lillian,M,Gibb,Ratliff,9/17/2001,15,O+,67.7,"5' 1"""
9158,female,Ms.,Barbara,G,Dinwiddie,Light,9/4/2013,3,O+,16.2,"3' 1"""
9159,female,Mrs.,Tracey,C,Jackson,Daniel,2/10/1997,19,O+,57.2,"5' 9"""
9160,female,Ms.,Roberta,R,Amidon,Furman,12/30/2006,9,A+,36.3,"4' 3"""
9161,female,Ms.,Cathy,C,Boer,Havens,4/25/2014,2,O+,13.9,"2' 7"""
9162,male,Mr.,Michael,K,Gray,McKenzie,1/25/2009,7,A+,18.1,"3' 8"""
9163,female,Ms.,Sandra,R,King,Underwood,10/27/1999,17,A+,76.9,"5' 5"""
9164,female,Mrs.,Kelly,A,Eudy,Thomas,5/21/2012,4,O-,21.0,"3' 1"""
9165,female,Mrs.,Julie,R,Conley,Brubaker,1/27/2012,4,B+,20.7,"3' 6"""
9166,female,Ms.,Kathy,W,Tobin,Rodden,2/22/1994,22,O-,46.1,"5' 5"""
9167,female,Mrs.,Susan,M,McDonald,Pate,2/24/2010,6,O-,27.3,"3' 10"""
9168,female,Ms.,Pennie,J,Whitt,Corlett,7/17/2007,9,A+,37.3,"4' 9"""
9169,female,Dr.,Judith,R,Byrd,Davis,6/23/2013,3,A+,17.8,"3' 4"""
9170,female,Ms.,Karen,J,Graham,Wyatt,3/13/2004,12,AB+,57.6,"4' 8"""
9171,female,Mrs.,Eileen,R,Garden,Beltran,12/31/2013,2,A+,15.5,"3' 0"""
9172,female,Mrs.,Evelyn,J,Calderwood,Byers,5/13/2007,9,O+,42.5,"4' 0"""
9173,female,Mrs.,Ariel,P,Black,Romero,2/22/1997,19,A+,60.3,"5' 6"""
9174,female,Mrs.,Lora,C,Creekmore,Barnes,5/17/2004,12,O-,44.1,"4' 7"""
9175,female,Mrs.,Doris,T,Harding,Kerstetter,7/11/2009,7,A+,25.1,"4' 4"""
9176,female,Ms.,Ronna,A,Baade,Guerrero,8/8/1998,18,O-,86.0,"5' 1"""
9177,female,Ms.,Tonya,M,Longenecker,Kinsey,4/18/1999,17,B+,82.0,"5' 5"""
9178,female,Mrs.,Marcia,J,Dalton,Crow,10/29/2006,10,A+,31.6,"4' 4"""
9179,female,Dr.,Jamie,M,Moore,Hawkins,11/13/2007,9,O-,33.0,"4' 2"""
9180,female,Ms.,Kathleen,G,Kilmer,Goheen,11/10/2010,6,A-,19.0,"4' 1"""
9181,female,Ms.,Kristine,M,Booker,Poole,6/12/2001,15,B+,51.7,"5' 1"""
9182,female,Mrs.,Donna,C,McLaughlin,Southard,12/10/2009,6,B+,16.6,"4' 0"""
9183,female,Ms.,Alice,R,Davis,Santiago,5/29/2007,9,B+,41.4,"4' 1"""
9184,female,Ms.,Elizabeth,W,Freeman,Kollar,6/26/2013,3,O+,12.3,"3' 3"""
9185,female,Ms.,Deborah,M,Jackson,Adkins,1/19/2009,7,A+,27.0,"3' 8"""
9186,female,Mrs.,Kathryn,J,Miner,Martinez,9/22/2012,4,O-,20.0,"3' 1"""
9187,female,Mrs.,Melanie,A,Hamilton,Ceaser,10/15/2005,11,O+,52.3,"4' 9"""
9188,female,Mrs.,Laura,E,Stewart,Child,6/21/2002,14,B+,52.5,"5' 8"""
9189,female,Ms.,Sherly,C,Albritton,Lytton,12/21/2003,12,A-,63.8,"5' 0"""
9190,female,Ms.,Laura,S,Ellis,Baker,6/29/2008,8,O+,38.1,"3' 10"""
9191,female,Mrs.,Diana,C,Wooley,Sylvester,11/7/2008,8,A+,34.2,"4' 4"""
9192,female,Ms.,Julia,K,Markham,Rodrigues,12/3/2010,5,O+,16.3,"3' 7"""
9193,female,Mrs.,Ruby,B,Elliott,Shaw,1/22/1999,17,A+,43.9,"5' 9"""
9194,female,Mrs.,Aubrey,R,Medina,Diggs,1/19/2006,10,A+,39.2,"4' 10"""
9195,female,Ms.,Margaret,M,Rose,Steiner,1/26/2010,6,B+,17.7,"3' 6"""
9196,female,Mrs.,Victoria,T,Thompson,Crosby,11/11/2004,12,B+,50.4,"5' 4"""
9197,female,Ms.,Victoria,D,Antle,Martin,10/22/2004,12,A+,58.2,"4' 11"""
9198,female,Dr.,Mercedes,S,Garrett,Le,6/6/2007,9,O+,44.9,"4' 3"""
9199,female,Ms.,Judy,J,Fairley,Bell,7/21/1998,18,A+,60.6,"5' 2"""
9200,female,Ms.,Amber,F,Lawson,Wade,1/26/2006,10,O+,42.6,"4' 11"""
9201,female,Mrs.,Teresa,A,Lal,Russo,12/8/1993,22,AB+,86.0,"5' 5"""
9202,female,Ms.,Jaime,W,Watson,Warren,2/8/2013,3,AB+,16.1,"3' 3"""
9203,female,Mrs.,Judith,E,Collins,Ellis,2/17/2012,4,O+,12.1,"3' 1"""
9204,female,Mrs.,Lisa,D,Cheatham,Gonzalez,10/28/2005,11,AB+,45.7,"4' 9"""
9205,female,Mrs.,Marjorie,J,Thurston,Wells,12/2/1996,19,O-,64.7,"5' 5"""
9206,female,Mrs.,Cassie,G,Huerta,Adams,1/12/1996,20,A+,89.3,"5' 3"""
9207,female,Mrs.,Kimberly,F,Buster,Thompson,11/2/2012,4,O-,18.2,"3' 4"""
9208,female,Ms.,Gertrude,H,Stribling,Jackson,11/18/2013,3,B+,17.0,"3' 0"""
9209,female,Dr.,Herlinda,L,Brosius,Carter,11/6/1996,20,A+,76.5,"5' 2"""
9210,female,Mrs.,Rhonda,I,Mendez,Wright,8/11/2001,15,AB+,46.1,"5' 8"""
9211,female,Mrs.,Barbara,D,Toombs,Warren,9/3/2013,3,O+,12.9,"3' 0"""
9212,female,Ms.,Susan,P,Coleman,Oconner,5/31/2002,14,O-,71.1,"5' 4"""
9213,female,Ms.,Jackie,D,Cruz,Treece,1/27/1998,18,A+,67.3,"5' 5"""
9214,female,Ms.,Hazel,E,Stokes,Lage,3/15/2002,14,B+,50.7,"5' 4"""
9215,female,Ms.,Teresa,A,Ferguson,Yates,3/4/1999,17,A-,50.9,"5' 2"""
9216,female,Mrs.,Laurie,D,Wilcox,White,5/1/2007,9,O-,44.3,"4' 5"""
9217,female,Mrs.,Kandis,J,Hankins,Gagnon,10/11/1999,17,A-,62.4,"5' 8"""
9218,female,Mrs.,Doris,L,Harris,Novack,4/7/2006,10,A+,42.3,"4' 2"""
9219,female,Mrs.,Gertrude,S,Oster,Dittmer,2/19/2005,11,O+,58.7,"5' 0"""
9220,female,Ms.,Lisa,P,Mills,Stephen,2/3/2008,8,A-,27.1,"4' 4"""
9221,female,Ms.,Rhonda,M,Howard,Wright,1/4/2007,9,O+,29.8,"4' 0"""
9222,female,Mrs.,Annette,A,Wilson,Eason,2/21/1999,17,A+,68.5,"5' 7"""
9223,female,Mrs.,Cami,P,Roman,Shoulders,12/12/2006,9,B+,29.7,"4' 7"""
9224,female,Mrs.,Erika,J,Moen,Mason,3/26/2009,7,O+,26.2,"3' 10"""
9225,female,Mrs.,Denise,J,Cook,Segura,4/18/1994,22,O+,86.4,"5' 5"""
9226,female,Mrs.,Sheryl,K,Winkle,Gray,2/29/2012,4,A+,14.9,"3' 5"""
9227,female,Ms.,Mary,T,Counts,Humphrey,5/7/1995,21,A+,68.0,"5' 3"""
9228,female,Ms.,Emily,S,Mangrum,Villicana,11/15/2000,16,A+,69.0,"5' 7"""
9229,female,Ms.,Lisa,J,Sanchez,Crespo,3/25/2013,3,B+,12.0,"3' 3"""
9230,female,Mrs.,Olga,J,Gustin,Gibson,4/8/2007,9,A+,37.3,"4' 4"""
9231,female,Mrs.,Beth,D,Rosser,Bowman,4/13/2014,2,O+,12.8,"2' 7"""
9232,female,Ms.,Stacy,C,Bright,Campbell,10/31/2008,8,B-,34.1,"4' 5"""
9233,female,Ms.,Frankie,T,Adams,Reyes,6/28/2011,5,A-,16.2,"3' 8"""
9234,female,Mrs.,Linda,T,Clark,Lacey,2/21/2006,10,B+,44.9,"4' 10"""
9235,female,Ms.,Mary,J,Levinson,Williams,7/4/2012,4,B+,12.3,"3' 7"""
9236,female,Mrs.,Marlene,S,Rose,Anderson,6/29/2008,8,B+,25.6,"4' 1"""
9237,female,Ms.,Elizabeth,R,Dunlap,Newman,3/11/2005,11,A+,27.8,"4' 4"""
9238,female,Mrs.,Delia,B,Dahl,Wood,7/19/1995,21,O+,78.1,"5' 8"""
9239,female,Ms.,Mary,O,Schell,Thomas,4/23/2001,15,B+,40.7,"5' 2"""
9240,female,Ms.,Betty,J,Jamar,Rutkowski,4/8/2002,14,O+,52.3,"5' 4"""
9241,female,Dr.,Shirley,D,Corbo,Raley,9/17/2007,9,O+,43.1,"4' 8"""
9242,female,Mrs.,Alicia,S,Tejeda,Williams,11/26/1999,16,A+,84.5,"5' 8"""
9243,female,Mrs.,Shae,T,Noble,Robinson,2/7/2003,13,O+,37.8,"5' 5"""
9244,female,Ms.,Precious,R,McKinley,Jacks,10/8/2003,13,A+,49.0,"4' 10"""
9245,female,Mrs.,Lisa,A,Ling,Lopez,1/9/1995,21,B+,81.7,"5' 8"""
9246,female,Ms.,Lynn,C,Olson,Cofer,1/26/2006,10,O+,40.3,"4' 9"""
9247,female,Ms.,Jennifer,E,Stewart,Christy,11/1/2012,4,A-,21.2,"3' 5"""
9248,female,Ms.,Jessica,J,Baker,Bland,2/25/1994,22,O+,92.1,"5' 3"""
9249,female,Ms.,Sheila,J,Stier,Everett,4/6/2001,15,A-,40.3,"5' 1"""
9250,female,Ms.,Patricia,J,Briggs,White,8/14/2003,13,O+,64.6,"4' 9"""
9251,female,Mrs.,Kay,C,Long,Wilson,6/4/1999,17,B+,86.3,"5' 1"""
9252,female,Ms.,Victoria,C,Vanness,Thacker,7/18/1997,19,O+,78.0,"5' 9"""
9253,female,Mrs.,Priscilla,M,Czarnecki,Prewitt,2/11/1995,21,A+,98.1,"5' 2"""
9254,female,Ms.,Hazel,C,Pierce,Laird,9/26/2013,3,B+,11.8,"3' 3"""
9255,female,Ms.,Danyelle,J,Arnold,Clapper,3/20/1996,20,A-,46.0,"5' 6"""
9256,female,Mrs.,Margarita,A,Moncrief,Cruz,4/29/2004,12,B+,48.3,"5' 1"""
9257,female,Ms.,Elizabeth,D,Ankney,Jones,8/17/2010,6,A+,20.4,"3' 8"""
9258,female,Ms.,Rebecca,G,Pinto,Hargis,12/8/2013,2,B+,10.6,"3' 0"""
9259,female,Mrs.,Dawn,H,Knepp,Grady,4/4/1996,20,O+,46.6,"5' 5"""
9260,female,Ms.,Kimberly,R,Smith,Jones,4/5/2004,12,B+,43.5,"4' 9"""
9261,female,Ms.,Stephanie,J,Dyer,Napier,6/5/1996,20,O+,65.3,"5' 4"""
9262,female,Dr.,Carol,R,Wilder,Morgan,12/12/2012,3,O+,14.1,"2' 11"""
9263,female,Ms.,Heather,S,Combs,Williams,5/26/2011,5,B+,18.6,"3' 9"""
9264,female,Ms.,Sharon,C,Duarte,Giambrone,12/18/2004,11,A-,48.6,"5' 1"""
9265,female,Ms.,Natasha,B,Bonner,Boyle,5/11/2005,11,B-,49.8,"5' 0"""
9266,female,Ms.,Marilyn,S,Brown,Silva,3/19/2003,13,A+,57.0,"4' 9"""
9267,female,Mrs.,Amanda,R,Gutierrez,Schubert,3/22/2005,11,O+,26.3,"4' 5"""
9268,female,Ms.,Patricia,D,Frazier,Chambers,3/12/1996,20,A+,59.4,"5' 5"""
9269,female,Ms.,Adriana,A,Ortega,Greene,3/16/2005,11,O+,42.9,"4' 11"""
9270,female,Mrs.,Lola,D,Boettcher,Clark,2/22/2004,12,A+,31.9,"5' 4"""
9271,female,Mrs.,Mary,E,Burden,Regan,10/6/2008,8,O+,23.9,"4' 2"""
9272,female,Ms.,Lizette,C,Lee,Schroeder,1/31/1999,17,AB+,81.2,"5' 9"""
9273,female,Ms.,Tina,M,Broderick,Hamilton,10/6/1994,22,A+,50.1,"5' 4"""
9274,female,Ms.,Delores,H,Allen,Mackenzie,6/1/2006,10,A+,42.8,"4' 9"""
9275,female,Mrs.,Eileen,F,King,Vest,5/13/2014,2,B+,11.9,"2' 11"""
9276,female,Mrs.,Maria,R,Jenson,Garcia,1/15/2007,9,O+,31.9,"4' 9"""
9277,female,Mrs.,Destiny,D,Viera,Fitzgibbons,7/15/2002,14,A+,77.2,"4' 11"""
9278,female,Ms.,Nerissa,E,Anderson,Solum,8/14/2012,4,O+,19.4,"3' 5"""
9279,female,Mrs.,Megan,R,Christensen,Lynch,7/12/2009,7,A-,18.8,"3' 9"""
9280,female,Mrs.,Brenda,A,Holloway,Johnson,8/15/2001,15,A+,60.6,"5' 5"""
9281,female,Mrs.,Ruth,R,Carroll,Letson,6/8/2003,13,O+,63.4,"5' 7"""
9282,female,Ms.,Amy,J,Royal,Schuldt,2/6/2012,4,A+,13.6,"3' 4"""
9283,female,Ms.,Grace,G,Creech,Franklin,9/16/2007,9,O+,41.0,"4' 7"""
9284,female,Mrs.,Karen,W,Weber,Ramirez,9/12/2010,6,O+,27.1,"3' 7"""
9285,female,Mrs.,Rebecca,W,Roberson,Smith,5/4/1995,21,AB+,51.1,"5' 7"""
9286,female,Mrs.,Grace,F,Isaac,Knight,5/11/2010,6,O+,19.9,"4' 1"""
9287,female,Ms.,Diane,A,Crystal,Allen,12/2/1998,17,B+,80.4,"5' 6"""
9288,female,Ms.,Krista,C,Lacefield,Sipe,9/12/2011,5,AB+,24.9,"3' 9"""
9289,female,Ms.,Dawn,Z,McCain,Miles,10/5/2001,15,O+,61.6,"5' 7"""
9290,female,Ms.,Leticia,J,Tran,Flores,11/3/2006,10,B+,33.3,"4' 7"""
9291,female,Ms.,Mary,R,Nadeau,Slaughter,5/21/2008,8,AB+,34.0,"4' 3"""
9292,female,Ms.,Linda,W,Broome,Wexler,6/9/2004,12,O+,42.7,"4' 8"""
9293,female,Mrs.,Nora,T,Paille,Flynn,7/20/2004,12,O+,56.1,"5' 4"""
9294,female,Ms.,Sheila,W,Dixon,Hussey,12/4/2008,7,O+,17.9,"3' 11"""
9295,female,Mrs.,Etta,A,Roark,Huneycutt,11/12/2006,10,B+,49.3,"4' 3"""
9296,female,Mrs.,Gloria,C,Smith,Martinez,3/30/2005,11,AB+,27.5,"4' 6"""
9297,female,Ms.,Melody,C,Font,Miller,2/10/2013,3,A-,13.4,"3' 4"""
9298,female,Ms.,Edna,P,McDonald,Gannon,10/24/1995,21,O-,78.7,"5' 6"""
9299,female,Mrs.,Ashley,H,Castillo,Welch,8/12/2001,15,O+,46.2,"5' 7"""
9300,female,Ms.,Mary,N,Bell,Cutler,5/16/2014,2,A-,14.3,"2' 7"""
9301,female,Ms.,Phyllis,R,Garcia,Dickson,7/23/2011,5,A+,21.0,"3' 4"""
9302,female,Ms.,Elizabeth,C,Warfield,Daniels,1/7/2004,12,B+,43.6,"4' 7"""
9303,female,Mrs.,Jessica,W,Hayes,Wallace,9/14/2011,5,A+,20.3,"3' 8"""
9304,female,Mrs.,Charlie,W,Hysell,Benedict,12/9/2008,7,O+,33.9,"3' 9"""
9305,female,Ms.,Marnie,J,Hagans,Seymour,12/5/2000,15,O+,44.4,"5' 4"""
9306,female,Mrs.,Heather,G,Wheeler,McClain,10/6/1994,22,A-,98.1,"5' 8"""
9307,female,Mrs.,Katherine,W,Cowley,Palumbo,4/12/2000,16,A+,44.0,"5' 7"""
9308,female,Mrs.,Melissa,C,Stafford,Baker,1/12/2012,4,O+,12.6,"3' 1"""
9309,female,Mrs.,Dawn,D,Seiler,Archie,2/10/2009,7,O+,27.8,"3' 10"""
9310,female,Mrs.,Sherice,M,Ware,Jensen,2/12/1994,22,B+,47.8,"5' 5"""
9311,female,Ms.,Jessica,O,Price,Aguilar,8/18/2004,12,A+,65.0,"4' 7"""
9312,female,Ms.,Donna,M,Burns,Parker,3/27/2012,4,A+,13.7,"3' 7"""
9313,female,Ms.,Yolanda,T,Grover,Thurmond,3/14/2008,8,B-,21.0,"4' 6"""
9314,female,Mrs.,Irma,R,Green,Garcia,12/30/2012,3,A+,11.7,"3' 4"""
9315,female,Mrs.,Deborah,C,Palmer,Barr,10/7/2014,2,B+,13.3,"2' 11"""
9316,female,Ms.,Sandra,D,Mellen,Payne,5/13/1996,20,O+,72.6,"5' 3"""
9317,female,Mrs.,Patricia,J,Rapp,Harris,5/2/1997,19,B+,89.0,"5' 1"""
9318,female,Mrs.,Elnora,R,Wilson,Merrell,5/26/2010,6,A+,16.8,"3' 11"""
9319,female,Mrs.,Debra,C,Clay,Mendoza,10/26/2013,3,B+,12.1,"2' 11"""
9320,female,Mrs.,Maria,L,Bracey,So,8/13/1996,20,A+,79.7,"5' 3"""
9321,female,Ms.,Sharon,P,Kessler,Silvey,12/16/2007,8,B+,35.0,"4' 5"""
9322,female,Mrs.,Donna,V,Bailey,Gonzalez,11/15/2013,3,AB+,16.1,"3' 0"""
9323,female,Mrs.,Andrea,S,Briggs,Driggers,4/7/2000,16,O+,82.3,"5' 6"""
9324,female,Ms.,Susan,O,Martinez,Starks,11/26/1996,19,B+,73.4,"5' 2"""
9325,female,Ms.,Barbara,W,Speights,McManus,3/30/2014,2,O+,9.6,"2' 11"""
9326,female,Mrs.,Cecelia,M,Rhoads,Ramirez,10/23/2013,3,AB+,13.8,"2' 11"""
9327,female,Ms.,Evelyn,R,Farber,Pursell,3/30/1995,21,O+,52.3,"5' 2"""
9328,female,Mrs.,Diana,D,Rogers,Olson,5/31/1995,21,A+,51.8,"5' 6"""
9329,female,Ms.,Laura,H,Thomas,Mazon,8/18/2004,12,A+,52.2,"4' 11"""
9330,female,Mrs.,Kathleen,B,Tope,Long,10/12/2008,8,O+,36.9,"4' 6"""
9331,female,Mrs.,Rebecca,C,Cook,Thomas,4/1/1997,19,B+,52.1,"5' 8"""
9332,female,Mrs.,Julie,B,Weiss,Mattingly,7/27/1997,19,AB+,49.2,"5' 8"""
9333,female,Dr.,Reba,R,McKenny,Leroy,12/11/1994,21,O+,96.8,"5' 2"""
9334,female,Ms.,Vera,P,Hakala,Peterson,8/31/2002,14,O+,51.4,"5' 2"""
9335,female,Dr.,Lynn,M,Cox,Gillan,9/26/2011,5,A+,16.9,"3' 8"""
9336,female,Ms.,Bonnie,B,Griffin,Harris,6/15/2008,8,O+,20.0,"3' 10"""
9337,female,Ms.,Bridgette,F,Reese,Rickman,8/11/1995,21,O+,94.9,"5' 5"""
9338,female,Mrs.,Teresa,G,Behnke,Stewart,7/10/2007,9,O+,44.9,"4' 1"""
9339,female,Ms.,Abigail,P,Cruz,Jefferson,9/18/2008,8,O+,36.3,"4' 6"""
9340,female,Mrs.,Christine,R,Gilmer,Holle,8/17/2010,6,B+,21.6,"3' 11"""
9341,female,Mrs.,Olivia,D,Rogers,Davis,12/11/2010,5,O-,20.2,"3' 10"""
9342,female,Mrs.,Kelly,J,Williams,Johnson,8/25/1994,22,O+,80.5,"5' 3"""
9343,female,Mrs.,Jennifer,H,Ferrell,Adams,1/13/2006,10,O+,36.7,"4' 5"""
9344,female,Mrs.,Michelle,C,Post,Lawrence,3/7/1999,17,A+,67.3,"5' 0"""
9345,female,Ms.,Gayle,K,Moss,Thorpe,11/22/1998,17,O+,56.5,"5' 3"""
9346,female,Ms.,Theresa,G,Curry,Ward,7/13/2001,15,A+,41.3,"5' 0"""
9347,female,Ms.,Monica,J,Metz,Rueda,3/20/2013,3,O+,16.1,"3' 1"""
9348,female,Ms.,Michelle,R,Velasquez,Martinez,5/30/2014,2,B+,15.6,"2' 11"""
9349,female,Dr.,Anna,D,Winters,Benner,4/10/2008,8,O+,20.8,"4' 4"""
9350,female,Ms.,Cathleen,S,Hunt,Lemmon,5/4/1997,19,A+,64.6,"5' 4"""
9351,female,Dr.,Judith,P,Maldonado,Reyes,2/27/2001,15,O+,61.5,"5' 7"""
9352,female,Mrs.,Gail,R,Sheppard,Gale,10/27/1999,17,B+,56.1,"5' 8"""
9353,female,Ms.,Catherine,C,Obryan,Boyers,10/12/2012,4,A+,15.4,"3' 7"""
9354,female,Ms.,Donna,C,Henry,Gray,9/15/2004,12,A+,49.7,"5' 5"""
9355,female,Mrs.,Rachel,T,Byer,Dejong,7/25/1996,20,A+,58.7,"5' 0"""
9356,female,Mrs.,Clara,R,Nichols,McCarthy,7/9/2008,8,A+,35.7,"4' 6"""
9357,female,Mrs.,Autumn,D,Taylor,Hicks,8/18/2012,4,O+,18.2,"3' 7"""
9358,female,Mrs.,Helene,P,Brown,Harrell,4/16/1997,19,A+,52.8,"5' 4"""
9359,female,Mrs.,Melissa,A,Benton,Johnson,11/24/2001,14,O+,38.2,"5' 4"""
9360,female,Mrs.,Irene,E,Rossi,Green,10/24/1994,22,A+,84.3,"5' 6"""
9361,female,Mrs.,Gertrude,D,Peterson,Ives,8/23/2011,5,A+,16.1,"3' 6"""
9362,female,Dr.,Lilia,N,Paden,Kriner,5/23/2008,8,O+,33.8,"4' 4"""
9363,female,Ms.,Rosaria,J,Younger,Shapiro,3/13/1997,19,O+,47.2,"5' 1"""
9364,female,Ms.,Tonya,R,Nesbit,Hope,9/28/2003,13,B+,71.0,"4' 11"""
9365,female,Mrs.,Victoria,M,Martinez,Clark,4/14/2010,6,O+,21.6,"3' 8"""
9366,female,Ms.,Sue,R,Acevedo,Burrell,10/14/2001,15,A+,78.2,"5' 8"""
9367,female,Ms.,Kayla,E,Stanley,Tedder,7/17/1995,21,B+,74.3,"5' 9"""
9368,female,Ms.,Mia,P,Giles,Wilcox,9/26/2010,6,B+,26.1,"4' 0"""
9369,female,Ms.,Michelle,W,Bischof,Wilson,11/18/2006,10,B+,23.8,"4' 11"""
9370,female,Ms.,Dorothy,L,Weber,Jeffery,5/5/1998,18,O+,77.3,"5' 6"""
9371,female,Ms.,Margaret,B,Bryan,Anderson,5/13/2011,5,O+,22.1,"3' 5"""
9372,female,Mrs.,Christena,J,Ford,Roberts,2/22/2002,14,O+,55.7,"5' 7"""
9373,female,Mrs.,Shannon,K,Peebles,Smith,1/31/2008,8,A+,37.7,"4' 4"""
9374,female,Mrs.,Karen,S,Welch,Hughes,1/6/1997,19,O+,50.2,"5' 4"""
9375,female,Ms.,Hazel,E,Haywood,Wheeler,3/13/1996,20,O-,79.8,"5' 1"""
9376,female,Ms.,Ada,J,Wood,Davenport,3/1/2002,14,O+,43.1,"5' 5"""
9377,female,Mrs.,Mary,C,Ames,Moriarty,2/27/1994,22,O+,47.5,"5' 1"""
9378,female,Mrs.,Katrina,C,Landers,Hubbard,7/15/1996,20,A-,86.9,"5' 3"""
9379,female,Mrs.,Theresa,D,Brown,Vasquez,9/24/2004,12,A+,61.0,"4' 7"""
9380,female,Mrs.,Lisa,B,Wilson,Shook,3/18/1999,17,A+,57.5,"5' 5"""
9381,female,Ms.,Misty,T,Layton,McMillan,10/3/2002,14,B+,57.8,"4' 11"""
9382,female,Ms.,Diane,G,Jeffrey,Gardner,6/21/2003,13,B+,65.9,"5' 4"""
9383,female,Mrs.,Wilma,G,Seymour,Jones,9/10/1994,22,O+,63.6,"5' 8"""
9384,female,Mrs.,Jesus,R,Lilly,Thomas,10/25/2013,3,B+,12.0,"2' 11"""
9385,female,Ms.,Jackie,E,Loftin,Lindsey,2/10/2009,7,A+,27.2,"4' 2"""
9386,female,Mrs.,Lillie,G,Wood,Mosley,7/29/2000,16,O+,83.3,"5' 6"""
9387,female,Mrs.,Filomena,J,Allen,Dorman,3/4/1995,21,O+,48.5,"5' 3"""
9388,female,Mrs.,Cynthia,J,Barnes,Jenkins,1/4/2006,10,B+,27.2,"4' 3"""
9389,male,Mr.,Allan,A,Horton,Scott,9/26/1995,21,O+,84.9,"5' 10"""
9390,female,Ms.,Judy,A,Lavigne,Williams,11/24/2003,12,A-,37.7,"4' 7"""
9391,female,Mrs.,Lottie,S,Dwyer,Johnson,2/14/1998,18,O+,47.1,"5' 1"""
9392,female,Ms.,Anna,M,Flores,Lynch,2/9/1996,20,A+,51.2,"5' 5"""
9393,female,Dr.,Emily,D,Driver,Robinson,12/23/2004,11,A-,27.0,"4' 8"""
9394,female,Mrs.,Deborah,M,Shephard,Nelson,12/30/2006,9,A+,37.0,"4' 6"""
9395,female,Mrs.,Debra,A,Bragg,Ngo,4/12/1994,22,O+,64.2,"5' 7"""
9396,female,Ms.,Mary,D,Thompson,Williams,5/18/2013,3,B+,14.0,"3' 1"""
9397,female,Ms.,Lauren,J,Shephard,Klatt,10/20/2013,3,B+,11.9,"3' 0"""
9398,female,Mrs.,Karen,C,Joyce,Mullis,11/14/2008,8,O+,26.0,"3' 10"""
9399,female,Ms.,Jaunita,J,Reinhart,Bass,2/23/1997,19,O+,49.9,"5' 8"""
9400,female,Mrs.,Matilda,D,Smith,Mosley,5/20/1998,18,O+,85.0,"5' 9"""
9401,female,Mrs.,Viola,J,Chapman,Root,6/3/2003,13,AB+,43.9,"5' 5"""
9402,female,Mrs.,Ruby,P,Dye,Gudino,10/23/2010,6,O+,19.6,"3' 10"""
9403,female,Ms.,Karen,C,Green,Dias,7/30/2009,7,O+,23.5,"4' 0"""
9404,female,Ms.,Eileen,J,Schlosser,Johnston,11/7/2005,11,O+,54.2,"5' 1"""
9405,female,Mrs.,Karen,L,Dyer,Hickey,1/22/2003,13,O+,56.4,"5' 5"""
9406,female,Mrs.,Marsha,J,Wagner,Barger,12/6/2000,15,B+,46.5,"5' 8"""
9407,female,Ms.,Jill,W,Poss,Sowell,10/12/2012,4,B+,17.2,"3' 3"""
9408,female,Ms.,Alice,L,Perez,Pillsbury,5/22/2014,2,A+,12.9,"2' 9"""
9409,female,Ms.,Mae,D,Baxter,Pena,7/22/1994,22,AB+,86.9,"5' 9"""
9410,female,Mrs.,Harriet,M,Cooper,Walton,8/24/2012,4,O+,17.5,"3' 2"""
9411,female,Mrs.,Silvia,M,McNeal,Wood,4/18/2008,8,A+,26.9,"4' 4"""
9412,female,Mrs.,Elenor,M,Mason,Reyes,1/6/2010,6,B+,22.3,"3' 10"""
9413,female,Ms.,Frances,S,Badger,Ortiz,8/30/2013,3,AB+,15.6,"3' 3"""
9414,female,Ms.,Paulette,M,Jacob,Pacheco,9/16/2013,3,O-,11.4,"2' 10"""
9415,female,Ms.,Alice,M,Brown,Pierce,5/3/1999,17,B+,85.8,"5' 3"""
9416,female,Ms.,Barbara,E,Clark,Ritchie,7/22/1995,21,A+,74.4,"5' 8"""
9417,female,Mrs.,Heather,J,Delaughter,Powell,12/4/1994,21,B+,79.8,"5' 3"""
9418,female,Mrs.,Debra,H,Sugg,Gamble,1/1/2000,16,A+,41.4,"5' 9"""
9419,female,Mrs.,Meredith,B,Marciniak,Rall,6/30/2000,16,B-,52.7,"5' 7"""
9420,female,Ms.,Melissa,R,Wright,Limon,1/20/2007,9,AB+,40.3,"4' 9"""
9421,female,Ms.,Frances,J,Rios,Schumacher,5/12/2009,7,O-,25.4,"4' 0"""
9422,female,Ms.,Sandra,M,Shamblin,Rodriguez,3/4/2000,16,A+,46.8,"5' 3"""
9423,female,Mrs.,Tammy,J,Jones,Gordon,2/18/2001,15,A-,44.3,"5' 3"""
9424,female,Mrs.,Leona,J,Biggs,Blackburn,3/22/2010,6,O-,26.4,"3' 10"""
9425,female,Ms.,Marianna,K,Robins,Odom,9/7/2010,6,A+,29.0,"3' 11"""
9426,female,Mrs.,Teresa,G,Savoie,Lewis,3/19/2002,14,O+,55.9,"5' 5"""
9427,female,Mrs.,Sheila,T,Torres,Summers,10/25/2005,11,B+,39.6,"4' 9"""
9428,female,Mrs.,Rhonda,J,Jordan,Nagel,5/2/2003,13,A+,60.6,"5' 2"""
